12.940274,10.3,17.2,44.208,2.8,16.617,47.283,47.509,60.023,48.468,107.393,236.319,5673.916,1474.075,62.276,125.691,365.545,434.593,27.231,108.023,456.441,976.719,2263.673029,479.913583,41550.739682,637289.828635,96287.593859,8835.339278,15376.986373,99.914,71.61,30.77,354.337,480.683,111.528,66.374,90.287,40.976,25.573,506.49,22.7,26.219,47.184,43.837,2.2,18.6,0
1248.494,159.335,95.716,642.485,111.735,70.599,139.796,71.197,87.331,62.399,251.785,1024.179,14205.843,2443.764,415.052,372.127,908.357,818.76,42.349,198.565,645.785,1317.159,5649.805907,3507.743962,9119.159689,97012.362352,2908996.851681,210700.132217,70215.086583,12303.017092,564.735,304.349,2318.041,2261.796,466.972,532.595,1027.013,678.341569,333.931,3159.268965,70.4,328.3,508.171,314.904,347.574,684.18,1356.76
257.445,4.704,7,113.017,1.3,3.8,20.3,150.166,32.1,19.9,102.115,166.068,2700.554,560.576,20.5,34.2,77.6,66,16.4,61.311,78.8,218.381,858.646,14.405,896.3,8829.540278,210016.931947,1125689.843838,356.5,101.4,687.085285,54.97,1770.20821,804.454321,265.435,331.456,327.505575,101.261875,57.271,723.35893,25.9,164.602,75.312,79.032966,40.118963,150.17,286.386
0,0.9,1,1.5,0,0.2,1.8,2.2,2.9,2.87,4.556,234.943,117.754,27.831,1.5,2.1,4.9,3.8,0.4,2.3,3,11.4,198.851464,1112.563952,51.1,15103.823196,69635.503637,356.2,144976.926875,274.972,1,0.4,8.2,13.2,5.5,0,1.8,1.2,0.1,15.9,1,1,1.8,1.2,0,0.8,0
0,0.1,0.6,1,0.1,0.1,1.5,2.8,3.1,2.1,13.735,13.106,225.247,39.725,1.3,2.6,7.1,4.8,0.9,3.6,198.3,13.9,58.802,111.305,16.3,103.6,12065.296184,100.6,261.273,43879.198353,1.2,1.1,13,18.8,5.8,66.415,2.3,1.2,0.6,17.1,1.2,1.2,2.3,2.3,0,1.3,0
0,0.1,0.1,0.1,0,0,0.2,0.8,0.9,0,1.8,2.2,524.11,10.1,0.6,1.2,2.8,1.4,0.1,2.1,3,8.2,26.896,0,3.7,71.31,463.724,674.824766,1,1.2,31622.948691,756.239,154.676523,230.741,10.1,1.4,6.4,2.5,1.1,29.459,1.5,2.1,3,2.3,0.3,2.3,0
2.612,0,0,18.859,0,0,0.2,1,0.5,0.2,1.8,2.2,405.463,11.8,0.8,1.2,2.1,1.9,0,1.6,2.2,28.847,64.389,0.1,2.9,31.706,298.844,55.269,0.2,1.1,638.149,28231.575504,115.375,216.982,78.642,1.9,5.4,1.7,1.1,55.541,1.5,2.1,2.9,2.6,0.2,2.2,0
38.501,2,3.3,8.9,0.7,2.2,8.1,9.7,10.1,6.8,22.4,52.604,1422.59,229.785,8.4,11.283,28.355,14.327,3.5,15.2,24.6,84.5,350.98,3.2,34.8,361.44,2319.096,1721.996575,6.5,12.9,156.118465,118.57,106267.864139,4806.917772,258.9,61.224,3350.011131,185.801,116.079,437.857,14.4,17.4,46.9,21.7,4.3,40.6,45.171
76.818,5.3,6.1,49.006,1.1,4,14.6,15.5,19.7,10.2,35.6,199.787,2360.703,386.078,14.1,18.67,46.726,22.42,5,26,38.7,130.1,514.801,6.1,52,483.49,2250.978,792.298,8.6,18.4,227.726,221.605,4564.779502,317125.929777,3566.482,31.516,138.87,980.228313,71.036,1594.579,40.1,53.6,107.1,58,5.9,85,64.338
0,1.2,1.3,2.8,0.2,0.8,2.2,5.7,3.6,2.2,8.7,17.1,873.511,74,3,4.7,10.5,5.8,1.3,6.2,11,33.9,128.8,2.6,15,113.144,466.309,168.375,3.1,5.5,10.1,386.59,260.6,3577.788,63193.785883,5.2,18.5,28.632268,4.1,5219.161594,18.3,19.6,36.2,40.585816,3.5,29.6,32.755
1.696,0,0,0,0,0,0,0,0,0,0.2,0.69,522.917727,2.1,0,0.252,0.498,0.089,0,0,0,1.4,7.295,0.112,0,66.021,581.957,378.745,0,71.011,1.3,1.6,60.205,31.727,5.2,23638.263818,346.408,41.413,96.933689,42.111842,1,1.1,2.1,1.3,0,1.4,0
0,0.6,1.2,3.2,0,0.8,2.8,2.8,2.5,1.7,7.1,134.108,775.932,41.069,2.4,3.769,8.557,4.861,1.2,5.4,7.1,22.5,80.706,1.35,8.8,94.033,1272.138,338.722995,1.5,2.5,6.3,5.4,2930.771084,140.102,18.7,336.048,48649.310045,380.495,115.802,125.021121,4.6,7.4,10.1,6.1,0.8,7.4,56.93
15.714,0.1,0.4,1.2,0,0.1,1.4,1.3,1.6,0.8,3.9,128.199,824.419,21.84,1.2,1.7,3.6,2.2,0.1,2.4,4.4,14.4,94.456,1.059,5.7,40.879,676.600044,99.74096,0.8,1.2,2.5,1.9,178.452,1024.189322,29.347047,31.256,374.039986,56860.485804,80.008,91.082,1.2,1.7,2.2,175.291066,0,7.459,38.406
0,0,0.1,0.2,0,0,0.1,0,0,0,0.9,50.278,475.724,4.6,0.1,2.169,3.29,1.094,0,0.9,1.4,5.6,65.759,0,2.2,25.441,330.4,58.127,0,0.5,1.1,1.1,110.314,26.867,4.1,64.788048,158.393,77.29,29376.55447,46.582,0.9,1,1.3,1.2,0,1.4,0
308.297,1.6,17.865,153.334,0.2,1.1,4.2,54.479,5.9,3.8,14.7,629.785,5237.636634,151.8,60.732,13.1,117.48,31.4,2.8,53.014,35.8,201.135,1159.452,6,56.6,513.57,3156.523963,723.28493,8.5,16.7,29.821,54.575,448.22,1410.256,4736.599642,44.25465,86.244,115.931378,46.104,820746.022467,8648.648787,2502.219322,3844.721,3166.76,532.431,1265.898,1004.083
0,0,0,0,0,0,0.1,0,0.4,0.1,1.1,64.066,220.542,5.3,0,0.7,1.8,1.6,0,0.8,2.5,6.2,19.8,0.9,4.2,22.7,70.7,25.6,0.5,1.2,1.3,1.7,14.8,41.2,18.4,1.1,4.5,1.2,0.9,8677.440211,37464.470012,613.089899,161.179,20.447,0.8,45.7,0
0,0.2,0.1,0,0,0,0,0.1,0.2,0,0.9,54.213,842.495,6.9,0.2,1.1,2,2.3,0,1.1,2.9,7.5,99.836,0.7,3.4,27.159,326.978,165.112,0.2,1.2,2,1.9,17.5,53.7,19.3,1.2,7.2,2.1,1,2675.251124,663.548189,120256.203344,271.124808,39.434,11.51,45.149,31.237
0,0,0.2,0.3,0,0.1,0.2,0.5,0.6,0.2,1.4,116.624,937.317,9.3,0.3,2.2,4,3.4,0.1,1.5,4.7,15.6,154.535,1.1,7.6,50.16,508.098,75.11,1.2,1.9,3,2.8,47.6,105.5,35.6,2.1,9.8,2.2,1.3,3808.832,161.179,293.052786,78788.513703,120.611,187.73,544.079929,43.337
0,0,0,0.1,0,0,0.3,0.5,0.7,0.6,1.6,80.188,610.617,9.1,0.4,1.3,3.5,2.5,0,1.5,3.6,11.3,74.27,1.2,5.2,43.668,316.469,82.471963,0.9,2.2,2.2,2.7,21.5,57.7,37.581808,1.3,6,176.22825,1.1,2905.539,31.247,265.728,126.341,50153.665024,84.044,123.4,0
0,0,0,0.1,0,0,0,0,0,0,0,69.775,677.886,0.4,0.1,0,0.2,0,0,0,0.1,1.2,76.744,0,0.1,2.3,347.57,34.132969,0,0,0.2,0.1,4.3,6,3.4,0,0.9,0,0,538.749,0.9,11.187,178.362,82.987,30137.168847,490.375,40.065
0.6,0,0.1,0.1,0,0,0.1,0.1,0.2,0.2,0.8,111.721,1224.536,5.5,0.1,1.2,2.4,2.5,0,1.1,2.8,24.623,278.106,0.1,4.7,18.4,686.224,150.907,0.6,1.3,2.2,2.2,39.3,84,31.1,1.3,7.5,8.107,1.5,1259.006,45.8,45.521,516.83742,21.7,234.052,102195.687023,159.455095
48.424,0,0,66.077,0,0,0,46.49,0,0,0,418.293,3356.74,0,17.724,0,38.145,0,0,0,0,43.283,680.47,0,0,0,1348.482,292.24,0,0,0,0,45.54,64.229,33.106,0,56.944,39.019,0,1001.342,0,31.331,44.507,0,41.616,159.696749,94440.976953
